playerName,playerId,teamName,teamId,primaryPosition,positionGroup,minutesPlayed,averageBallPossession,totalShots,inaccuratePasses,dispossessed,unsuccessfulDribbles,keyPasses,assists,expectedAssists,goals,expectedGoals,marketValue,PEA,PEA/90,total_sca,direct_sca,secondary_sca,direct_pass_sca,direct_balltouch_sca,direct_foul_sca,direct_takeon_sca,direct_cornerawarded_sca,direct_savedshot_sca,direct_shotonpost_sca,direct_goodskill_sca,secondary_pass_sca,secondary_balltouch_sca,secondary_foul_sca,secondary_takeon_sca,secondary_cornerawarded_sca,secondary_savedshot_sca,secondary_shotonpost_sca,secondary_goodskill_sca,SCA/90,adjPEA/90,adjSCA/90,usageRate,attackingInvolvement,teamTotalPEA,teamTotalSCA,RCE
Hannibal Mejbri,1009386,Burnley,6,AM,Midfielder,1253,42.29,19,116,33,14,21,4,2.06,1,0.89,15700000.0,182,13.07,29,18.0,11.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.08,15.45,2.46,0.052,0.058,3487,501,1.115
Ethan Nwaneri,1401702,Arsenal,42,MC,Midfielder,175,56.13,6,8,2,5,1,0,0.08,0,0.23,34000000.0,21,10.8,5,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.57,9.62,2.29,0.006,0.007,3614,747,1.167
Oleksandr Zinchenko,287643,Nottingham Forest,14,DL,Fullback,353,46.76,4,24,1,1,5,0,0.36,0,0.08,8199999.0,30,7.65,10,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,8.18,2.73,0.009,0.018,3445,570,2.0
Omar Marmoush,873554,Manchester City,17,ST,Striker,734,60.5,30,21,15,12,12,3,0.79,3,2.71,55000000.0,78,9.56,19,14.0,5.0,9.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.33,7.9,1.93,0.019,0.021,4135,916,1.105
Roméo Lavia,1069488,Chelsea,38,MC,Midfielder,377,57.74,3,21,6,2,1,0,0.54,0,0.2,21000000.0,32,7.64,6,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,6.62,1.24,0.01,0.009,3277,697,0.9
Ao Tanaka,871886,Leeds United,34,MC,Midfielder,1326,45.74,17,100,8,7,18,0,1.47,2,1.61,14000000.0,132,8.96,29,21.0,8.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.97,9.79,2.15,0.037,0.05,3578,580,1.351
Valentín Castellanos,877013,West Ham United,37,ST,Striker,1395,42.53,50,89,11,10,12,0,0.81,6,5.8,29000000.0,160,10.32,21,12.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.35,12.13,1.59,0.046,0.042,3447,499,0.913
Jefferson Lerma,355796,Crystal Palace,7,MC,Midfielder,1730,45.92,19,179,9,4,14,2,1.48,0,1.82,5500000.0,211,10.98,28,13.0,15.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.46,11.96,1.59,0.056,0.049,3757,568,0.875
Timothy Castagne,329417,Fulham,43,DR,Fullback,1872,51.71,14,109,2,3,18,0,1.46,0,1.42,7600000.0,128,6.15,34,18.0,16.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.63,5.95,1.58,0.035,0.05,3626,674,1.429
Soungoutou Magassa,1170560,West Ham United,37,MC,Midfielder,998,42.53,7,78,6,3,5,0,0.31,1,0.44,18400000.0,94,8.48,8,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,9.97,0.85,0.027,0.016,3447,499,0.593
Micky van de Ven,998247,Tottenham Hotspur,33,DC,Centerback,3043,50.37,16,169,5,4,6,1,0.37,4,2.53,49000000.0,194,5.74,11,4.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33,5.7,0.33,0.054,0.019,3597,571,0.352
Brenden Aaronson,973431,Leeds United,34,AM,Midfielder,2473,45.74,47,126,74,53,34,5,3.63,4,4.55,23000000.0,300,10.92,57,38.0,19.0,28.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,11.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,2.07,11.94,2.26,0.084,0.098,3578,580,1.167
Mats Wieffer,959628,Brighton & Hove Albion,30,MC,Midfielder,1914,54.08,18,148,22,11,20,3,1.87,2,1.93,24000000.0,199,9.36,35,21.0,14.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.65,8.65,1.53,0.054,0.051,3682,680,0.944
Ryan Christie,322391,Bournemouth,60,MC,Midfielder,986,50.18,25,119,15,20,11,0,0.83,2,1.92,8600000.0,179,16.34,25,12.0,13.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,16.28,2.27,0.048,0.041,3742,614,0.854
Rodrigo Bentancur,791190,Tottenham Hotspur,33,MC,Midfielder,1892,50.37,13,145,8,12,10,1,0.83,1,0.74,19300000.0,178,8.47,24,10.0,14.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,8.41,1.13,0.049,0.042,3597,571,0.857
Kai Havertz,836705,Arsenal,42,ST,Striker,583,56.13,18,43,8,3,11,3,0.66,2,3.31,53000000.0,72,11.11,16,11.0,5.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,9.9,2.2,0.02,0.021,3614,747,1.05
Matt O'Riley,891829,Brighton & Hove Albion,30,MC,Midfielder,203,54.08,4,9,1,0,4,0,0.17,1,1.2,16500000.0,14,6.21,3,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,5.74,1.23,0.004,0.004,3682,680,1.0
Ethan Pinnock,855864,Brentford,50,DC,Centerback,321,47.61,1,23,1,0,0,0,0.06,0,0.01,2800000.0,25,7.01,0,,,,,,,,,,,,,,,,,,,0.0,7.36,0.0,0.007,0.0,3707,519,0.0
El Hadji Malick Diouf,1471764,West Ham United,37,ML,Fullback,2711,42.53,18,266,19,24,30,5,2.49,0,0.57,29000000.0,327,10.86,50,31.0,19.0,28.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.66,12.77,1.95,0.095,0.1,3447,499,1.053
Jacob Murphy,372336,Newcastle United,39,RW,Winger,1627,52.61,42,133,19,20,23,2,2.74,3,3.15,11000000.0,214,11.84,45,28.0,17.0,22.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.49,11.25,2.37,0.059,0.069,3629,655,1.169
Lesley Ugochukwu,1048916,Burnley,6,MC,Midfielder,2359,42.29,23,131,31,16,10,1,0.42,3,2.5,21000000.0,201,7.67,30,15.0,15.0,7.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.14,9.07,1.35,0.058,0.06,3487,501,1.034
Angel Gomes,867441,Wolverhampton,3,MC,Midfielder,488,42.82,6,27,4,2,6,0,0.28,0,0.26,10800000.0,39,7.19,10,4.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.84,8.4,2.15,0.012,0.021,3167,466,1.75
Jeremie Frimpong,970361,Liverpool FC,44,MR,Fullback,1068,59.21,10,68,17,15,15,1,1.58,0,0.51,36000000.0,110,9.27,32,15.0,17.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,2.7,7.83,2.28,0.029,0.036,3807,878,1.241
Mathys Tel,1048888,Tottenham Hotspur,33,ST,Striker,1358,50.37,35,81,38,40,30,1,2.43,4,2.44,23000000.0,194,12.86,48,30.0,18.0,27.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.18,12.77,3.16,0.054,0.084,3597,571,1.556
Andy Robertson,262911,Liverpool FC,44,DL,Fullback,1188,59.21,10,119,1,3,20,0,1.39,1,1.1,7500000.0,133,10.08,36,21.0,15.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,8.51,2.31,0.035,0.041,3807,878,1.171
Alexis Mac Allister,895324,Liverpool FC,44,MC,Midfielder,2675,59.21,52,193,29,16,36,4,1.68,2,3.89,77000000.0,290,9.76,65,40.0,25.0,35.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.19,8.24,1.85,0.076,0.074,3807,878,0.974
Ryan Yates,846252,Nottingham Forest,14,MC,Midfielder,629,46.76,9,57,6,1,5,2,0.39,0,0.5,7200000.0,73,10.45,11,5.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,11.17,1.68,0.021,0.019,3445,570,0.905
Ilia Gruev,911679,Leeds United,34,MC,Midfielder,1334,45.74,7,61,5,1,11,3,0.88,0,0.47,11000000.0,74,4.99,16,11.0,5.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.08,5.45,1.18,0.021,0.028,3578,580,1.333
Ladislav Krejčí,856250,Wolverhampton,3,DC,Centerback,2361,42.82,21,230,8,2,9,1,1.49,2,2.22,21000000.0,261,9.95,16,7.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,11.62,0.71,0.082,0.034,3167,466,0.415
Charalampos Kostoulas,1416535,Brighton & Hove Albion,30,ST,Striker,386,54.08,21,32,10,16,10,1,0.56,2,2.14,27000000.0,79,18.42,10,8.0,2.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.33,17.03,2.15,0.021,0.015,3682,680,0.714
Luke Shaw,190839,Manchester United,35,DL,Fullback,3231,51.79,10,226,6,10,16,1,1.98,1,0.71,7500000.0,252,7.02,32,12.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.89,6.78,0.86,0.067,0.038,3756,834,0.567
Kieran Trippier,69256,Newcastle United,39,DR,Fullback,1592,52.61,2,200,6,6,28,1,2.01,0,0.08,1400000.0,214,12.1,48,27.0,21.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,11.5,2.58,0.059,0.073,3629,655,1.237
Wataru Endo,143040,Liverpool FC,44,MC,Midfielder,206,59.21,1,14,1,0,1,1,0.05,0,0.04,3700000.0,16,6.99,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,5.9,0.37,0.004,0.001,3807,878,0.25
Antoni Milambo,1126692,Brentford,50,MC,Midfielder,45,47.61,0,3,0,0,0,0,0.01,0,0.0,15500000.0,3,6.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.3,2.1,0.001,0.002,3707,519,2.0
Jocelin Ta Bi,2138729,Sunderland,41,RW,Winger,39,44.84,0,0,1,1,0,0,0.04,0,0.0,2600000.0,2,4.62,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,5.15,2.58,0.001,0.002,3339,465,2.0
Jun'ai Byfield,1913038,Tottenham Hotspur,33,DC,Centerback,10,50.37,0,1,0,0,0,0,0.0,0,0.0,3200000.0,1,9.0,0,,,,,,,,,,,,,,,,,,,0.0,8.93,0.0,0.0,0.0,3597,571,0.0
Alex Murphy,1125214,Newcastle United,39,DL,Fullback,16,52.61,0,0,0,0,0,0,0.0,0,0.0,1600000.0,0,0.0,0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3629,655,0.0
Diego Coppola,1050692,Brighton & Hove Albion,30,DC,Centerback,201,54.08,0,13,0,0,0,0,0.02,0,0.0,19700000.0,13,5.82,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,5.38,1.24,0.004,0.004,3682,680,1.0
James Maddison,356398,Tottenham Hotspur,33,AM,Midfielder,50,50.37,2,2,1,0,0,0,0.06,0,0.21,19400000.0,5,9.0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,8.93,3.57,0.001,0.004,3597,571,4.0
Jesse Derry,1550775,Chelsea,38,LW,Winger,44,57.74,2,1,1,0,0,0,0.02,0,0.1,1900000.0,4,8.18,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,7.08,1.78,0.001,0.001,3277,697,1.0
Joe Rodon,828640,Leeds United,34,DC,Centerback,2953,45.74,18,183,6,1,9,0,0.57,2,1.41,18800000.0,208,6.34,18,9.0,9.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.55,6.93,0.6,0.058,0.031,3578,580,0.534
Jake O'Brien,998253,Everton,48,DR,Fullback,3131,43.63,13,281,21,14,17,1,0.99,1,1.74,16500000.0,329,9.46,28,17.0,11.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8,10.84,0.92,0.094,0.049,3490,575,0.521
Florentino Luís,855845,Burnley,6,MC,Midfielder,2118,42.29,13,151,17,14,13,2,0.55,0,0.66,15500000.0,195,8.29,22,12.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,9.8,1.1,0.056,0.044,3487,501,0.786
Vitaliy Mykolenko,876643,Everton,48,DL,Fullback,2960,43.63,9,240,11,20,23,1,2.46,0,0.29,26000000.0,280,8.51,46,19.0,27.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.4,9.75,1.6,0.08,0.08,3490,575,1.0
Manuel Ugarte,846425,Manchester United,35,MC,Midfielder,900,51.79,13,75,11,3,3,0,0.2,0,0.71,24000000.0,102,10.2,13,2.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.3,9.85,1.26,0.027,0.016,3756,834,0.593
James Milner,791,Brighton & Hove Albion,30,MC,Midfielder,802,54.08,8,64,3,1,8,1,0.63,1,1.02,0.0,76,8.53,14,6.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,7.89,1.45,0.021,0.021,3682,680,1.0
Lukas Nmecha,803185,Leeds United,34,ST,Striker,1092,45.74,30,74,18,6,11,1,1.56,6,7.23,9100000.0,128,10.55,22,12.0,10.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.81,11.53,1.98,0.036,0.038,3578,580,1.056
Jacob Ramsey,975937,Newcastle United,39,LW,Winger,1465,52.61,16,72,13,15,22,3,1.43,2,1.19,36000000.0,116,7.13,35,22.0,13.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.15,6.78,2.04,0.032,0.053,3629,655,1.656
Conor Gallagher,904970,Tottenham Hotspur,33,MC,Midfielder,1196,50.37,11,80,13,8,13,1,0.72,1,1.07,31000000.0,112,8.43,26,14.0,12.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.96,8.37,1.95,0.031,0.046,3597,571,1.484
Dominic Calvert-Lewin,372344,Leeds United,34,ST,Striker,2726,45.74,74,191,29,22,20,1,1.09,14,15.81,24000000.0,316,10.43,44,28.0,16.0,19.0,2.0,2.0,3.0,0.0,0.0,2.0,0.0,11.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,1.45,11.4,1.59,0.088,0.076,3578,580,0.864
Luca Netz,979144,Nottingham Forest,14,DL,Fullback,355,46.76,0,17,0,2,2,0,0.42,0,0.0,7700000.0,19,4.82,3,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,5.15,0.81,0.006,0.005,3445,570,0.833
Danny Welbeck,33902,Brighton & Hove Albion,30,ST,Striker,2268,54.08,56,100,20,16,20,1,1.4,13,12.44,3100000.0,192,7.62,32,19.0,13.0,17.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.27,7.05,1.17,0.052,0.047,3682,680,0.904
Oliver Sonne,1008456,Burnley,6,DR,Fullback,165,42.29,3,20,1,2,1,0,0.09,1,0.55,4099999.0,26,14.18,3,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,16.77,1.94,0.007,0.006,3487,501,0.857
Raúl Jiménez,192442,Fulham,43,ST,Striker,2206,51.71,74,189,28,17,25,3,0.93,9,11.5,3200000.0,308,12.57,39,25.0,14.0,20.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.59,12.15,1.54,0.085,0.058,3626,674,0.682
Marcus Edwards,795066,Burnley,6,RW,Winger,1073,42.29,23,59,28,24,20,3,1.85,1,1.49,6600000.0,134,11.24,36,21.0,15.0,18.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.02,13.29,3.57,0.038,0.072,3487,501,1.895
Habib Diarra,1128532,Sunderland,41,MC,Midfielder,1407,44.84,26,79,14,16,7,2,0.83,2,3.41,37000000.0,135,8.64,18,7.0,11.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.15,9.63,1.28,0.04,0.039,3339,465,0.975
Hugo Bueno,1013928,Wolverhampton,3,DL,Fullback,2375,42.82,16,165,32,46,38,2,3.51,1,0.86,13000000.0,259,9.81,59,38.0,21.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.24,11.45,2.62,0.082,0.127,3167,466,1.549
Jadon Sancho,851100,Aston Villa,40,LW,Winger,891,53.55,10,62,9,13,21,2,1.94,0,0.58,17500000.0,94,9.49,29,22.0,7.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.93,8.86,2.74,0.029,0.043,3295,667,1.483
Nick Woltemade,980623,Newcastle United,39,ST,Striker,1939,52.61,32,91,42,22,22,3,1.53,8,6.59,59000000.0,187,8.68,32,21.0,11.0,17.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.49,8.25,1.42,0.052,0.049,3629,655,0.942
Hjalmar Ekdal,875360,Burnley,6,DC,Centerback,1539,42.29,6,102,4,2,4,0,0.27,0,0.26,4700000.0,114,6.67,6,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,7.89,0.41,0.033,0.012,3487,501,0.364
Victor Lindelöf,143334,Aston Villa,40,DC,Centerback,985,53.55,3,37,2,0,2,1,0.12,0,0.28,4800000.0,42,3.84,3,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,3.59,0.25,0.013,0.004,3295,667,0.308
Kyle Walker-Peters,823085,West Ham United,37,DR,Fullback,1396,42.53,5,86,17,8,7,0,0.38,1,1.13,11200000.0,116,7.48,16,7.0,9.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.03,8.79,1.21,0.034,0.032,3447,499,0.941
Emile Smith Rowe,867445,Fulham,43,AM,Midfielder,1943,51.71,36,82,31,15,18,0,1.11,3,4.77,18300000.0,164,7.6,34,17.0,17.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,7.35,1.52,0.045,0.05,3626,674,1.111
Reinildo Mandava,831424,Sunderland,41,DL,Fullback,1969,44.84,4,115,13,12,6,1,0.7,0,0.18,4099999.0,144,6.58,11,7.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,7.34,0.56,0.043,0.024,3339,465,0.558
Keane Lewis-Potter,972421,Brentford,50,DL,Fullback,1990,47.61,31,127,15,28,19,3,2.5,3,3.04,24000000.0,201,9.09,36,21.0,15.0,19.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.63,9.55,1.71,0.054,0.069,3707,519,1.278
Benoît Badiashile,904827,Chelsea,38,DC,Centerback,471,57.74,0,31,0,0,0,0,0.07,0,0.0,14500000.0,31,5.92,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,5.13,0.16,0.009,0.001,3277,697,0.111
Jack Hinshelwood,1142315,Brighton & Hove Albion,30,MC,Midfielder,1750,54.08,37,110,9,6,15,3,2.34,4,4.92,27000000.0,162,8.33,33,17.0,16.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.7,7.7,1.57,0.044,0.049,3682,680,1.114
Myles Lewis-Skelly,1423711,Arsenal,42,DL,Fullback,722,56.13,2,32,7,2,4,0,0.2,0,0.11,48000000.0,43,5.36,10,4.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,4.77,1.11,0.012,0.013,3614,747,1.083
Fabio Carvalho,991604,Brentford,50,AM,Midfielder,128,47.61,2,5,1,2,0,0,0.03,1,0.7,7800000.0,10,7.03,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,7.38,0.74,0.003,0.002,3707,519,0.667
Rico Lewis,1136731,Manchester City,17,DR,Fullback,423,60.5,3,44,8,2,7,1,1.39,0,0.19,26000000.0,57,12.13,14,7.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,10.02,2.46,0.014,0.015,4135,916,1.071
Leny Yoro,1153315,Manchester United,35,DC,Centerback,1748,51.79,9,114,5,1,4,0,0.63,0,1.39,46000000.0,129,6.64,14,5.0,9.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,6.41,0.7,0.034,0.017,3756,834,0.5
Callum Wilson,113956,West Ham United,37,ST,Striker,1262,42.53,38,55,21,14,8,1,0.55,7,7.66,4300000.0,128,9.13,21,11.0,10.0,5.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.5,10.73,1.76,0.037,0.042,3447,499,1.135
Marc Cucurella,794939,Chelsea,38,DL,Fullback,2710,57.74,20,177,7,2,39,4,3.21,1,2.35,62000000.0,206,6.84,57,35.0,22.0,30.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.89,5.92,1.64,0.063,0.082,3277,697,1.302
David Brooks,855731,Bournemouth,60,RW,Winger,1220,50.18,48,102,10,24,26,3,3.3,1,5.83,11000000.0,184,13.57,46,33.0,13.0,28.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.39,13.52,3.38,0.049,0.075,3742,614,1.531
Saša Lukić,371222,Fulham,43,MC,Midfielder,1734,51.71,18,105,9,5,28,2,1.91,1,2.26,9400000.0,137,7.11,41,25.0,16.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.13,6.87,2.06,0.038,0.061,3626,674,1.605
Lorenzo Lucca,962364,Nottingham Forest,14,ST,Striker,135,46.76,4,7,3,0,1,0,0.01,1,0.79,22000000.0,14,9.33,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,9.98,1.42,0.004,0.004,3445,570,1.0
Donyell Malen,803039,Aston Villa,40,ST,Striker,680,53.55,27,21,13,12,7,1,0.34,4,4.07,48000000.0,73,9.66,18,12.0,6.0,6.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,9.02,2.22,0.022,0.027,3295,667,1.227
Tyrone Mings,303638,Aston Villa,40,DC,Centerback,1323,53.55,9,94,3,4,5,0,0.42,0,1.37,3200000.0,110,7.48,10,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,6.98,0.63,0.033,0.015,3295,667,0.455
Georginio Rutter,946695,Brighton & Hove Albion,30,AM,Midfielder,1804,54.08,42,133,59,37,25,3,2.93,3,3.02,31000000.0,271,13.52,42,28.0,14.0,23.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,9.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.1,12.5,1.94,0.074,0.062,3682,680,0.838
